ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
284	"ENSG00000233184.9"	"DPH5-DT"	chr1	+	101080886	101083574	101080886	101080998	101083460	101083574	284	1,0	0,0	3,0	0,1	150	75	1	1.0	1.0,NA	1.0,0.0	0.5
289	"ENSG00000112851.16"	"ERBIN"	chr5	+	66053405	66054951	66053405	66053781	66054456	66054951	289	13,45	0,0	49,50	4,0	150	75	0.0952648308107	0.584418287183	1.0,1.0	0.86,1.0	0.07
292	"ENSG00000223393.2"	"ENSG00000223393"	chr1	+	230874541	230875565	230874541	230875155	230875305	230875565	292	3,3	0,0	3,3	1,0	150	75	1	1.0	1.0,1.0	0.6,1.0	0.2
294	"ENSG00000112531.17"	"QKI"	chr6	+	163563419	163570145	163563419	163563719	163564666	163570145	294	1,0	0,2	1,0	1,0	150	75	1	1.0	1.0,0.0	0.333,NA	0.167
295	"ENSG00000112531.17"	"QKI"	chr6	+	163563419	163570145	163563419	163563719	163565945	163570145	295	0,1	3,5	2,1	11,5	150	75	0.198767931739	0.821574117855	0.0,0.091	0.083,0.091	-0.041
298	"ENSG00000176783.15"	"RUFY1"	chr5	+	179559691	179560198	179559691	179559835	179560024	179560198	298	2,13	1,3	19,18	3,4	150	75	0.7115387823	1.0	0.5,0.684	0.76,0.692	-0.134
305	"ENSG00000243335.10"	"KCTD7"	chr7	+	66638855	66639228	66638855	66638929	66639127	66639228	305	4,8	0,0	14,9	2,3	150	75	0.000202864157801	0.00717878732139	1.0,1.0	0.778,0.6	0.311
306	"ENSG00000291079.1"	"ENSG00000291079"	chr5	-	1598919	1599827	1598919	1599269	1599626	1599827	306	1,8	5,34	11,14	34,43	150	75	0.307804331362	0.969467129109	0.091,0.105	0.139,0.14	-0.042
307	"ENSG00000291079.1"	"ENSG00000291079"	chr5	-	1632643	1632906	1632643	1632751	1632844	1632906	307	3,13	1,0	10,18	1,0	150	75	1	1.0	0.6,1.0	0.833,1.0	-0.116
308	"ENSG00000171863.15"	"RPS7"	chr2	+	3575324	3575684	3575324	3575448	3575591	3575684	308	4,15	2,9	12,8	10,15	150	75	0.12430258537	0.653115279063	0.5,0.455	0.375,0.211	0.185
309	"ENSG00000225138.8"	"SLC9A3-AS1"	chr5	+	479781	480216	479781	479997	480067	480216	309	12,52	0,1	79,70	0,1	145	75	1	1.0	1.0,0.964	1.0,0.973	-0.004
316	"ENSG00000112514.18"	"CUTA"	chr6	-	33416549	33416776	33416549	33416660	33416748	33416776	316	151,538	0,9	635,592	6,13	150	75	0.454797778825	1.0	1.0,0.968	0.981,0.958	0.014
319	"ENSG00000234456.10"	"MAGI2-AS3"	chr7	+	79458846	79459640	79458846	79458999	79459535	79459640	319	1,3	5,12	2,0	23,20	150	75	0.0584985217871	0.447766463062	0.091,0.111	0.042,0.0	0.08
321	"ENSG00000278224.7"	"PRICKLE4"	chr6	+	41783461	41784238	41783461	41783605	41784130	41784238	321	1,1	0,2	6,4	1,0	150	75	0.180568111711	0.786368270105	1.0,0.2	0.75,1.0	-0.275
323	"ENSG00000291097.1"	"HLA-L"	chr6	+	30259563	30260084	30259563	30259697	30259926	30260084	323	0,0	0,1	1,0	1,0	150	75	1	1.0	NA,0.0	0.333,NA	-0.333
325	"ENSG00000185963.14"	"BICD2"	chr9	-	92711362	92715463	92711362	92713461	92715252	92715463	325	3,12	5,17	18,7	39,22	150	75	0.288971638344	0.933137582152	0.231,0.261	0.188,0.137	0.083
326	"ENSG00000290831.1"	"NSUN5P2"	chr7	-	72948891	72949102	72948891	72948980	72949052	72949102	326	6,20	0,0	25,23	1,2	147	75	0.312941215271	0.972796673102	1.0,1.0	0.927,0.854	0.109
330	"ENSG00000167619.13"	"TMEM145"	chr19	+	42323582	42325064	42323582	42323789	42324736	42325064	330	4,17	0,0	12,21	1,2	150	75	0.0903898543788	0.577749584689	1.0,1.0	0.857,0.84	0.151
331	"ENSG00000288558.3"	"DUS4L-BCAP29"	chr7	+	107563970	107564676	107563970	107564209	107564587	107564676	331	2,18	1,3	25,27	15,13	150	75	0.0821106722473	0.547103536173	0.5,0.75	0.455,0.509	0.143
332	"ENSG00000288558.3"	"DUS4L-BCAP29"	chr7	+	107563970	107564676	107563970	107564247	107564587	107564676	332	2,14	1,1	16,24	4,3	150	75	0.164988754757	0.746664437586	0.5,0.875	0.667,0.8	-0.046
333	"ENSG00000245293.5"	"CYP2U1-AS1"	chr4	-	107893066	107893637	107893066	107893163	107893495	107893637	333	2,0	0,0	0,0	2,0	150	75	1	1.0	1.0,NA	0.0,NA	1.0
334	"ENSG00000100167.21"	"SEPTIN3"	chr22	+	41994620	41998221	41994620	41994714	41996901	41998221	334	8,37	1,2	38,34	1,1	150	75	0.438522998917	1.0	0.8,0.902	0.95,0.944	-0.096
336	"ENSG00000138678.11"	"GPAT3"	chr4	+	83536107	83536763	83536107	83536206	83536503	83536763	336	4,23	1,3	25,44	5,3	150	75	0.763853377495	1.0	0.667,0.793	0.714,0.88	-0.067
338	"ENSG00000070610.14"	"GBA2"	chr9	-	35736866	35737939	35736866	35737604	35737747	35737939	338	9,26	0,0	21,31	1,1	150	75	0.753370913211	1.0	1.0,1.0	0.913,0.939	0.074
339	"ENSG00000204209.13"	"DAXX"	chr6	-	33318996	33319219	33318996	33319049	33319201	33319219	339	24,99	3,6	109,114	5,12	150	75	0.867719715606	1.0	0.8,0.892	0.916,0.826	-0.025
340	"ENSG00000177239.16"	"MAN1B1"	chr9	+	137107530	137109183	137107530	137107662	137108387	137109183	340	4,25	7,60	29,26	43,76	150	75	0.779355726668	1.0	0.222,0.172	0.252,0.146	-0.002
341	"ENSG00000198736.13"	"MSRB1"	chr16	-	1940777	1941405	1940777	1940892	1941256	1941405	341	0,0	17,70	1,0	64,93	150	75	1	1.0	0.0,0.0	0.008,0.0	-0.004
342	"ENSG00000156671.15"	"SAMD8"	chr10	+	75176065	75182123	75176065	75176216	75176387	75182123	342	0,1	1,10	0,0	15,11	150	75	1	1.0	0.0,0.048	0.0,0.0	0.024
343	"ENSG00000205542.11"	"TMSB4X"	chrX	+	12975109	12976361	12975109	12975168	12976245	12976361	343	0,1	3,8	0,0	15,18	150	75	1	1.0	0.0,0.059	0.0,0.0	0.029
345	"ENSG00000115268.10"	"RPS15"	chr19	+	1440018	1440494	1440018	1440253	1440348	1440494	345	11,29	1561,7509	24,28	7732,8278	150	75	1	1.0	0.004,0.002	0.002,0.002	0.001
346	"ENSG00000291081.1"	"ENSG00000291081"	chr3	-	130102763	130104297	130102763	130102913	130104165	130104297	346	0,3	0,0	2,2	1,0	150	75	1	1.0	NA,1.0	0.5,1.0	0.25
347	"ENSG00000291081.1"	"ENSG00000291081"	chr3	-	130102763	130104297	130102763	130102935	130104165	130104297	347	0,2	0,1	1,2	0,0	150	75	1	1.0	NA,0.5	1.0,1.0	-0.5
348	"ENSG00000137221.14"	"TJAP1"	chr6	+	43500743	43501687	43500743	43500772	43501525	43501687	348	1,11	9,45	3,4	51,59	150	75	0.0143686688115	0.178171493263	0.053,0.109	0.029,0.033	0.05
352	"ENSG00000265485.8"	"LINC01915"	chr18	+	24694255	24694999	24694255	24694366	24694921	24694999	352	3,0	0,0	0,0	2,1	150	75	1	1.0	1.0,NA	0.0,0.0	1.0
355	"ENSG00000247708.8"	"STX18-AS1"	chr4	+	4648976	4649542	4648976	4649109	4649369	4649542	355	0,1	0,1	1,0	6,1	150	75	1	1.0	NA,0.333	0.077,0.0	0.295
356	"ENSG00000247708.8"	"STX18-AS1"	chr4	+	4648976	4649542	4648976	4649109	4649372	4649542	356	0,1	0,1	1,0	3,0	150	75	1	1.0	NA,0.333	0.143,NA	0.19
357	"ENSG00000168824.15"	"NSG1"	chr4	+	4385856	4387173	4385856	4386643	4387118	4387173	357	1,5	0,0	9,13	0,1	150	75	1	1.0	1.0,1.0	1.0,0.867	0.067
358	"ENSG00000214367.10"	"HAUS3"	chr4	-	2241519	2242121	2241519	2241790	2242050	2242121	358	11,26	0,1	22,22	1,2	150	75	0.0796850457983	0.542909103241	1.0,0.929	0.917,0.846	0.083
359	"ENSG00000291151.1"	"NSUN5P1"	chr7	+	75412788	75415023	75412788	75412932	75414884	75415023	359	5,16	1,6	18,10	8,9	150	75	0.237557668342	0.869062514065	0.714,0.571	0.529,0.357	0.199
360	"ENSG00000291151.1"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415778	75415980	75416191	360	8,24	3,17	25,22	12,13	150	75	0.723627407319	1.0	0.571,0.414	0.51,0.458	0.008
361	"ENSG00000291151.1"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415980	75416102	75416191	361	4,13	1,10	10,13	10,5	150	75	0.91014847304	1.0	0.667,0.394	0.333,0.565	0.082
364	"ENSG00000025434.19"	"NR1H3"	chr11	+	47261546	47262018	47261546	47261726	47261918	47262018	364	2,9	2,7	12,9	1,2	150	75	0.00463495456293	0.0776668061896	0.333,0.391	0.857,0.692	-0.412
368	"ENSG00000188917.15"	"TRMT2B"	chrX	-	101051250	101051733	101051250	101051366	101051643	101051733	368	0,10	0,2	5,6	2,0	150	75	1	1.0	NA,0.714	0.556,1.0	-0.064
378	"ENSG00000171530.15"	"TBCA"	chr5	-	77691240	77693352	77691240	77691498	77693265	77693352	378	0,4	270,1296	3,2	1344,1245	150	75	1	1.0	0.0,0.002	0.001,0.001	0.0
379	"ENSG00000119760.16"	"SUPT7L"	chr2	-	27660983	27662281	27660983	27661388	27662178	27662281	379	3,4	5,26	9,5	18,25	150	75	0.407988466275	1.0	0.231,0.071	0.2,0.091	0.005
380	"ENSG00000119760.16"	"SUPT7L"	chr2	-	27660983	27662281	27660983	27661601	27662178	27662281	380	3,8	0,3	7,5	2,3	150	75	0.349390112411	1.0	1.0,0.571	0.636,0.455	0.24
382	"ENSG00000179532.13"	"DNHD1"	chr11	+	6497584	6498961	6497584	6497667	6497770	6498961	382	2,4	0,1	4,6	1,2	150	75	0.00855200974261	0.126243953343	1.0,0.667	0.667,0.6	0.2
383	"ENSG00000144848.11"	"ATG3"	chr3	-	112532509	112534337	112532509	112532780	112534268	112534337	383	3,10	31,141	8,10	170,144	150	75	0.607937729392	1.0	0.046,0.034	0.023,0.034	0.011
385	"ENSG00000108523.16"	"RNF167"	chr17	+	4940486	4940993	4940486	4940642	4940872	4940993	385	95,266	0,0	392,371	2,1	150	75	1	1.0	1.0,1.0	0.99,0.995	0.008
386	"ENSG00000108523.16"	"RNF167"	chr17	+	4940486	4940993	4940486	4940726	4940872	4940993	386	74,256	3,16	363,341	16,20	150	75	0.913545925085	1.0	0.925,0.889	0.919,0.895	0.0
387	"ENSG00000108523.16"	"RNF167"	chr17	+	4940486	4940993	4940486	4940726	4940922	4940993	387	36,152	0,1	224,216	3,1	150	75	0.556713008006	1.0	1.0,0.987	0.974,0.991	0.011
389	"ENSG00000232956.10"	"SNHG15"	chr7	-	44983821	44986097	44983821	44984046	44986020	44986097	389	10,61	3,6	48,35	7,6	150	75	0.698481146837	1.0	0.625,0.836	0.774,0.745	-0.029
396	"ENSG00000139112.11"	"GABARAPL1"	chr12	+	10212882	10213219	10212882	10212990	10213092	10213219	396	8,65	0,0	56,53	0,3	150	75	0.675401218177	1.0	1.0,1.0	1.0,0.898	0.051
397	"ENSG00000225663.8"	"MCRIP1"	chr17	-	81822360	81823311	81822360	81822907	81823208	81823311	397	92,337	11,20	403,430	26,29	150	75	0.720708683672	1.0	0.807,0.894	0.886,0.881	-0.033
398	"ENSG00000205189.12"	"ZBTB10"	chr8	+	80518402	80518579	80518402	80518438	80518510	80518579	398	8,48	0,8	41,52	2,5	147	75	0.45808283252	1.0	1.0,0.754	0.913,0.841	0.0
404	"ENSG00000112679.15"	"DUSP22"	chr6	+	348768	351355	348768	348841	350821	351355	404	15,63	4,21	81,50	25,29	150	75	0.392200655575	1.0	0.652,0.6	0.618,0.463	0.086
407	"ENSG00000101365.21"	"IDH3B"	chr20	-	2658394	2658837	2658394	2658522	2658758	2658837	407	71,359	7,15	372,386	28,27	150	75	0.212536548625	0.834004178149	0.835,0.923	0.869,0.877	0.006
408	"ENSG00000152291.15"	"TGOLN2"	chr2	-	85326507	85327685	85326507	85326804	85326978	85327685	408	17,78	2,4	92,95	7,8	150	75	0.428995924906	1.0	0.81,0.907	0.868,0.856	-0.003
411	"ENSG00000164076.17"	"CAMKV"	chr3	-	49857988	49859881	49857988	49859676	49859769	49859881	411	1,10	0,0	11,11	3,2	150	75	0.000326317566202	0.00893055701236	1.0,1.0	0.647,0.733	0.31
414	"ENSG00000197756.10"	"RPL37A"	chr2	+	216499085	216499398	216499085	216499151	216499269	216499398	414	8,41	0,1	35,30	3,0	150	75	0.415360969973	1.0	1.0,0.953	0.854,1.0	0.049
416	"ENSG00000260630.9"	"SNAI3-AS1"	chr16	+	88671276	88672122	88671276	88671465	88671812	88672122	416	0,2	0,6	0,1	3,9	150	75	1	1.0	NA,0.143	0.0,0.053	0.116
417	"ENSG00000260630.9"	"SNAI3-AS1"	chr16	+	88671276	88672122	88671276	88671465	88671861	88672122	417	0,2	0,0	1,1	1,0	150	75	1	1.0	NA,1.0	0.333,1.0	0.334
423	"ENSG00000169660.17"	"HEXD"	chr17	+	82440996	82441266	82440996	82441075	82441164	82441266	423	14,54	5,19	66,63	19,19	150	75	0.570189148073	1.0	0.583,0.587	0.635,0.624	-0.044
424	"ENSG00000121716.21"	"PILRB"	chr7	+	100352563	100353123	100352563	100352914	100352996	100353123	424	1,6	1,13	1,2	9,11	150	75	0.0933985980714	0.584418287183	0.333,0.188	0.053,0.083	0.193
429	"ENSG00000182518.14"	"FAM104B"	chrX	-	55143101	55146311	55143101	55143875	55146180	55146311	429	26,88	3,20	84,82	32,16	150	75	0.269906411734	0.904551217703	0.813,0.688	0.568,0.719	0.107
436	"ENSG00000009307.17"	"CSDE1"	chr1	-	114749820	114750207	114749820	114749904	114750148	114750207	436	248,1016	0,6	1504,1424	5,7	150	75	1	1.0	1.0,0.988	0.993,0.99	0.002
438	"ENSG00000143889.16"	"HNRNPLL"	chr2	-	38602437	38603036	38602437	38602600	38602856	38603036	438	15,48	2,6	77,63	12,19	150	75	0.14515053786	0.714232805343	0.789,0.8	0.762,0.624	0.101
439	"ENSG00000136603.14"	"SKIL"	chr3	+	170359698	170361429	170359698	170359876	170360367	170361429	439	9,17	0,0	39,22	3,3	150	75	0.0012275379394	0.0271811972296	1.0,1.0	0.867,0.786	0.173
440	"ENSG00000102119.12"	"EMD"	chrX	+	154380881	154381523	154380881	154381004	154381387	154381523	440	189,965	15,35	1022,1015	54,33	150	75	0.859875488146	1.0	0.863,0.932	0.904,0.939	-0.024
441	"ENSG00000137601.18"	"NEK1"	chr4	-	169612019	169612583	169612019	169612143	169612221	169612583	441	2,5	0,5	8,8	4,1	150	75	0.871603204697	1.0	1.0,0.333	0.5,0.8	0.016
442	"ENSG00000237753.2"	"SLC20A1-DT"	chr2	-	112642082	112643293	112642082	112642189	112643178	112643293	442	0,1	1,8	2,0	4,4	150	75	0.338907706557	1.0	0.0,0.059	0.2,0.0	-0.071
448	"ENSG00000291049.1"	"FAM86B3P"	chr8	+	8244098	8244865	8244098	8244205	8244584	8244865	448	2,23	0,1	16,11	0,0	150	75	1	1.0	1.0,0.92	1.0,1.0	-0.04
450	"ENSG00000105227.16"	"PRX"	chr19	-	40393767	40398816	40393767	40397970	40398619	40398816	450	0,0	0,1	0,1	6,9	150	75	1	1.0	NA,0.0	0.0,0.053	-0.026
451	"ENSG00000118217.7"	"ATF6"	chr1	+	161863197	161865955	161863197	161863312	161864740	161865955	451	0,2	0,1	0,4	0,1	150	75	1	1.0	NA,0.5	NA,0.667	-0.167
453	"ENSG00000105323.18"	"HNRNPUL1"	chr19	+	41264371	41264798	41264371	41264605	41264734	41264798	453	201,716	9,21	1105,1137	45,37	150	75	0.579339022884	1.0	0.918,0.945	0.925,0.939	-0.0
457	"ENSG00000136878.14"	"USP20"	chr9	+	129880112	129881828	129880112	129880289	129880466	129881828	457	3,22	8,20	33,34	29,25	150	75	0.256665620531	0.889009411895	0.158,0.355	0.363,0.405	-0.128
459	"ENSG00000232859.10"	"LYRM9"	chr17	-	27878357	27880366	27878357	27879490	27880273	27880366	459	1,5	2,4	5,3	5,8	150	75	0.676160925786	1.0	0.2,0.385	0.333,0.158	0.047
460	"ENSG00000170364.13"	"SETMAR"	chr3	+	4312897	4313761	4312897	4313229	4313646	4313761	460	8,21	0,0	35,22	1,0	150	75	1	1.0	1.0,1.0	0.946,1.0	0.027
465	"ENSG00000123473.17"	"STIL"	chr1	-	47299904	47300152	47299904	47299968	47300109	47300152	465	8,22	1,2	18,20	4,0	150	75	0.436717739642	1.0	0.8,0.846	0.692,1.0	-0.023
467	"ENSG00000160688.19"	"FLAD1"	chr1	+	154990158	154990528	154990158	154990257	154990338	154990528	467	5,16	19,69	8,4	70,63	150	75	0.0114366871325	0.150866936641	0.116,0.104	0.054,0.031	0.068
468	"ENSG00000160688.19"	"FLAD1"	chr1	+	154992712	154993111	154992712	154992786	154992901	154993111	468	0,2	10,53	5,2	66,60	150	75	0.195720407622	0.8214760026	0.0,0.019	0.036,0.016	-0.017
469	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677423	85677875	85677423	85677492	85677794	85677875	469	5,16	446,1956	14,16	2071,1890	150	75	1	1.0	0.006,0.004	0.003,0.004	0.002
470	"ENSG00000203875.13"	"SNHG5"	chr6	-	85678135	85678736	85678135	85678188	85678693	85678736	470	25,187	20,88	112,80	65,77	150	75	0.26688664206	0.902482286204	0.385,0.515	0.463,0.342	0.047
471	"ENSG00000120889.13"	"TNFRSF10B"	chr8	-	23028330	23028602	23028330	23028441	23028528	23028602	471	17,92	5,22	65,92	19,41	150	75	0.151015431424	0.729324486422	0.63,0.676	0.631,0.529	0.073
474	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161213863	161214381	161213863	161213921	161214155	161214381	474	1,5	30,157	10,8	139,134	150	75	0.0662544185939	0.483267523861	0.016,0.016	0.035,0.029	-0.016
475	"ENSG00000162231.14"	"NXF1"	chr11	-	62798538	62800486	62798538	62798575	62800376	62800486	475	10,51	39,116	40,35	183,146	150	75	0.0247044132878	0.26871467085	0.114,0.18	0.099,0.107	0.044
479	"ENSG00000203896.10"	"LIME1"	chr20	+	63737820	63738060	63737820	63737902	63737972	63738060	479	2,22	4,12	17,13	15,10	145	75	0.928483606549	1.0	0.205,0.487	0.37,0.402	-0.04
480	"ENSG00000203896.10"	"LIME1"	chr20	+	63737820	63738060	63737820	63737902	63738007	63738060	480	1,24	4,8	20,20	5,14	150	75	0.424071054825	1.0	0.111,0.6	0.667,0.417	-0.187
482	"ENSG00000143322.22"	"ABL2"	chr1	-	179099329	179109441	179099329	179108898	179109207	179109441	482	4,11	0,1	15,11	2,3	150	75	0.00694521035003	0.109490643482	1.0,0.846	0.789,0.647	0.205
492	"ENSG00000225791.7"	"TRAM2-AS1"	chr6	+	52578049	52578594	52578049	52578393	52578501	52578594	492	2,12	0,0	11,15	1,0	150	75	1	1.0	1.0,1.0	0.846,1.0	0.077
495	"ENSG00000133216.17"	"EPHB2"	chr1	+	22913461	22921500	22913461	22913564	22913657	22921500	495	12,47	0,4	62,67	0,1	150	75	0.0328060825705	0.303727654445	1.0,0.855	1.0,0.971	-0.058
496	"ENSG00000133884.11"	"DPF2"	chr11	+	65343990	65344621	65343990	65344069	65344579	65344621	496	0,0	4,5	6,3	5,6	150	75	3.41784794806e-05	0.0017658881065	0.0,0.0	0.375,0.2	-0.287
498	"ENSG00000196517.13"	"SLC6A9"	chr1	-	44000766	44001055	44000766	44000867	44000955	44001055	498	0,1	1,26	2,0	21,23	150	75	0.616849267579	1.0	0.0,0.019	0.045,0.0	-0.013
499	"ENSG00000104886.12"	"PLEKHJ1"	chr19	-	2235761	2235990	2235761	2235828	2235922	2235990	499	6,36	50,178	30,22	245,252	150	75	0.0341734413556	0.303727654445	0.057,0.092	0.058,0.042	0.024
500	"ENSG00000138459.9"	"SLC35A5"	chr3	+	112580545	112581326	112580545	112580706	112581178	112581326	500	6,35	0,0	41,31	1,1	150	75	0.44391536429	1.0	1.0,1.0	0.953,0.939	0.054
506	"ENSG00000001631.17"	"KRIT1"	chr7	-	92242033	92245171	92242033	92242137	92244901	92245171	506	1,0	0,2	0,0	3,0	150	75	1	1.0	1.0,0.0	0.0,NA	0.5
508	"ENSG00000229043.3"	"ZFAND2A-DT"	chr7	+	1162961	1163495	1162961	1163217	1163451	1163495	508	0,0	0,1	4,4	0,1	150	75	1	1.0	NA,0.0	1.0,0.667	-0.834
509	"ENSG00000105518.14"	"TMEM205"	chr19	-	11345519	11346268	11345519	11345628	11346207	11346268	509	17,82	0,1	79,90	2,6	150	75	0.00706391248272	0.109490643482	1.0,0.976	0.952,0.882	0.071
510	"ENSG00000144504.16"	"ANKMY1"	chr2	-	240523884	240524381	240523884	240524009	240524303	240524381	510	6,20	1,1	23,21	0,2	150	75	0.631509512565	1.0	0.75,0.909	1.0,0.84	-0.09
512	"ENSG00000204758.8"	"RPL26L1-AS1"	chr5	-	172957153	172958257	172957153	172957302	172958138	172958257	512	0,1	0,0	0,0	1,1	150	75	1	1.0	NA,1.0	0.0,0.0	1.0
513	"ENSG00000143543.15"	"JTB"	chr1	-	153976692	153977013	153976692	153976775	153976975	153977013	513	20,55	100,373	54,60	483,458	150	75	0.159466483862	0.737829999959	0.091,0.069	0.053,0.061	0.023
514	"ENSG00000160781.17"	"PAQR6"	chr1	-	156245781	156246250	156245781	156245987	156246122	156246250	514	0,8	1,0	6,5	0,1	150	75	1	1.0	0.0,1.0	1.0,0.714	-0.357
516	"ENSG00000162413.17"	"KLHL21"	chr1	-	6590723	6595557	6590723	6593658	6595484	6595557	516	0,6	12,40	10,11	44,59	150	75	0.113951849876	0.630094531015	0.0,0.07	0.102,0.085	-0.058
517	"ENSG00000234741.10"	"GAS5"	chr1	-	173863900	173864304	173863900	173864075	173864256	173864304	517	16,41	94,511	51,37	323,339	150	75	0.129069756372	0.669722568084	0.078,0.039	0.073,0.052	-0.004
518	"ENSG00000234741.10"	"GAS5"	chr1	-	173863900	173864304	173863900	173864098	173864256	173864304	518	14,38	0,4	49,33	4,6	150	75	0.24144546366	0.870326671333	1.0,0.826	0.86,0.733	0.117
519	"ENSG00000234741.10"	"GAS5"	chr1	-	173863900	173864506	173863900	173864304	173864483	173864506	519	12,76	96,560	95,94	361,347	150	75	6.32265198645e-05	0.00287455455972	0.059,0.064	0.116,0.119	-0.056
520	"ENSG00000234741.10"	"GAS5"	chr1	-	173864256	173864704	173864256	173864304	173864674	173864704	520	24,115	11,44	122,142	15,21	150	75	2.89644063729e-05	0.00163253926829	0.522,0.567	0.803,0.772	-0.243
521	"ENSG00000234741.10"	"GAS5"	chr1	-	173864256	173864704	173864256	173864506	173864674	173864704	521	30,164	85,428	150,158	266,265	150	75	0.00432217244637	0.0744374143542	0.15,0.161	0.22,0.23	-0.07
522	"ENSG00000234741.10"	"GAS5"	chr1	-	173864483	173864704	173864483	173864502	173864674	173864704	522	34,189	1,3	162,166	2,5	150	75	0.633298137517	1.0	0.944,0.969	0.976,0.943	-0.003
523	"ENSG00000234741.10"	"GAS5"	chr1	-	173864143	173865282	173864143	173864304	173865228	173865282	523	12,63	0,0	87,92	3,2	150	75	0.0581803435701	0.447766463062	1.0,1.0	0.935,0.958	0.053
524	"ENSG00000234741.10"	"GAS5"	chr1	-	173864256	173865282	173864256	173864704	173865228	173865282	524	18,86	121,518	98,115	321,325	150	75	1.90169827169e-05	0.00117905292845	0.069,0.077	0.132,0.15	-0.068
525	"ENSG00000234741.10"	"GAS5"	chr1	-	173864674	173865547	173864674	173864704	173865470	173865547	525	20,97	0,1	100,120	2,2	150	75	0.348244019887	1.0	1.0,0.98	0.962,0.968	0.025
526	"ENSG00000234741.10"	"GAS5"	chr1	-	173865228	173865547	173865228	173865282	173865470	173865547	526	13,56	80,302	74,77	194,174	150	75	1.2108469913e-05	0.000938406418257	0.075,0.085	0.16,0.181	-0.09
527	"ENSG00000234741.10"	"GAS5"	chr1	-	173864674	173865547	173864674	173864704	173865509	173865547	527	46,232	0,4	168,161	3,1	150	75	0.917061264158	1.0	1.0,0.967	0.966,0.988	0.007
528	"ENSG00000234741.10"	"GAS5"	chr1	-	173865228	173865547	173865228	173865282	173865509	173865547	528	39,191	51,223	142,118	164,181	150	75	0.55322072679	1.0	0.277,0.3	0.302,0.246	0.014
529	"ENSG00000234741.10"	"GAS5"	chr1	-	173865856	173866206	173865856	173865894	173866176	173866206	529	1,22	170,655	41,32	475,412	150	75	7.38707292802e-06	0.000654283602196	0.003,0.017	0.041,0.037	-0.029
530	"ENSG00000234741.10"	"GAS5"	chr1	-	173865856	173866206	173865856	173865952	173866176	173866206	530	2,26	1,1	42,41	3,3	150	75	0.206847907728	0.834004178149	0.5,0.929	0.875,0.872	-0.159
532	"ENSG00000040487.13"	"SLC66A1"	chr1	+	19312325	19312889	19312325	19312358	19312728	19312889	532	0,6	0,1	5,1	0,0	150	75	1	1.0	NA,0.75	1.0,1.0	-0.25
533	"ENSG00000102898.13"	"NUTF2"	chr16	+	67868339	67868599	67868339	67868411	67868500	67868599	533	0,11	69,509	13,8	447,532	150	75	0.883582967004	1.0	0.0,0.011	0.014,0.007	-0.005
536	"ENSG00000134222.16"	"PSRC1"	chr1	-	109280776	109281251	109280776	109280916	109281107	109281251	536	10,58	1,4	63,52	4,5	150	75	0.805205155276	1.0	0.833,0.879	0.887,0.839	-0.007
537	"ENSG00000134222.16"	"PSRC1"	chr1	-	109280776	109281251	109280776	109281046	109281136	109281251	537	4,21	11,42	30,25	67,52	150	75	0.934651872559	1.0	0.154,0.2	0.183,0.194	-0.012
539	"ENSG00000160055.20"	"TMEM234"	chr1	-	32216199	32216947	32216199	32216517	32216888	32216947	539	11,65	0,8	67,65	1,2	150	75	0.0219871991202	0.247000414588	1.0,0.802	0.971,0.942	-0.055
544	"ENSG00000225177.6"	"NHSL1-AS1"	chr6	+	138696596	138697288	138696596	138696755	138696902	138697288	544	1,10	0,6	2,5	4,7	150	75	0.207414431432	0.834004178149	1.0,0.455	0.2,0.263	0.496
549	"ENSG00000185753.13"	"CXorf38"	chrX	-	40626920	40630773	40626920	40630162	40630613	40630773	549	0,0	2,21	1,1	16,23	150	75	0.487394225626	1.0	0.0,0.0	0.03,0.021	-0.026
550	"ENSG00000116871.16"	"MAP7D1"	chr1	+	36176198	36176581	36176198	36176321	36176417	36176581	550	15,70	1,12	124,125	10,10	150	75	0.212200007712	0.834004178149	0.882,0.745	0.861,0.862	-0.048
551	"ENSG00000206573.11"	"THUMPD3-AS1"	chr3	-	9390289	9391826	9390289	9390497	9390884	9391826	551	7,14	1,1	19,13	2,5	150	75	0.0969481870294	0.584418287183	0.778,0.875	0.826,0.565	0.131
552	"ENSG00000206573.11"	"THUMPD3-AS1"	chr3	-	9390289	9391826	9390289	9390497	9391678	9391826	552	18,58	15,56	69,65	60,43	150	75	0.402005406827	1.0	0.375,0.341	0.365,0.43	-0.039
553	"ENSG00000078369.19"	"GNB1"	chr1	-	1785311	1787437	1785311	1787053	1787321	1787437	553	6,22	176,561	34,23	821,784	150	75	0.981130441888	1.0	0.017,0.019	0.02,0.014	0.001
554	"ENSG00000140990.15"	"NDUFB10"	chr16	+	1961496	1961975	1961496	1961636	1961796	1961975	554	119,454	272,948	509,496	1087,1075	150	75	0.962860835329	1.0	0.179,0.193	0.19,0.187	-0.003
